P03427	UniRef50_P03427	1
E9PKA7	UniRef50_A0A024R5B6	1437010
Q5NEQ5	UniRef50_A0QQV6	1
P03433	UniRef50_P03433	1
P9WIA1	UniRef50_P65717	131567
P06929	UniRef50_Q07855	1
Q83BP6	UniRef50_Q83BP6	777
A0A0C4DGG9	UniRef50_Q14839-2	33213
P06465	UniRef50_P06465	1
Q601L9	UniRef50_Q601L9	2
P0A6Z0	UniRef50_A7ZHA4	131567
A0A0U1RRE5	UniRef50_A0A0U1RRE5	9347
Q5NET8	UniRef50_A0A0B6CP43	262
A0A3B3IRW5	UniRef50_Q9H334	117571
P03496	UniRef50_P03495	1
Q81JW1	UniRef50_B3EE77	1
A0FGR8	UniRef50_A0FGR8-6	7776
Q5NGX7	UniRef50_Q3YSC4	1
Q5NFY7	UniRef50_Q5NFY7	1224
A0JNW5	UniRef50_A0JNW5	7776
Q5NHI7	UniRef50_A0Q5D8	34064
Q81VT8	UniRef50_Q67JT3	1
A0PJ79	UniRef50_Q9BYD6	32524
Q8CZQ3	UniRef50_P00893	1
A0PJD3	UniRef50_Q6PJG2	32524
A1A4Z1	UniRef50_A1A4Z1	9347
A1L0T0	UniRef50_A1L0T0	131567
O84826	UniRef50_O84826	2
A1L390	UniRef50_A1L390	40674
A1L443	UniRef50_Q8IVF1	1437010
Q8XAJ5	UniRef50_E0X6R7	1
Q8ZC18	UniRef50_Q2NVB3	1
Q8D194	UniRef50_A0A380QCM4	1
A2RRP1	UniRef50_A2RRP1	32524
Q5NGF9	UniRef50_A0A097EP04	34064
Q8D1J6	UniRef50_P27848	1
A0A0H2WCL3	UniRef50_A5PM31	111527
Q8D0V0	UniRef50_A0A2T1LHT0	91347
A4D0V7	UniRef50_A4D0V7	32524
A4D1V7	UniRef50_G8F5C6	9526
A4FU69	UniRef50_A4FU69	9347
Q8D0G3	UniRef50_A0A068QTH0	91347
A0A2P0H9B7	UniRef50_A0A2S5ZM60	2
A5D8Y4	UniRef50_Q8IU68	9347
Q5NEM9	UniRef50_A0A0E2ZKJ9	262
Q8CKW7	UniRef50_A0A0T9P573	1236
Q83B01	UniRef50_Q83B01	777
Q8CZZ7	UniRef50_A0A377BX98	131567
Q5NGF1	UniRef50_A0A0B6EB80	34064
Q8ZFX5	UniRef50_Q8ZFX5	1
A0A384LL56	UniRef50_O05502	1783272
Q5NI33	UniRef50_B0TW06	34064
A6NEC2	UniRef50_A6NEC2	1
Q5NHH2	UniRef50_A0Q6X4	262
A6NH11	UniRef50_A6NH11	9347
Q81LD0	UniRef50_Q9KEB0	1
A6NHR9	UniRef50_A6NHR9	33213
A6NJA2	UniRef50_Q9JMA1	33208
A0A0H3L6J6	UniRef50_A0A117JZW0	85007
A6NM11	UniRef50_A6NMS7	314293
A6NMS7	UniRef50_A6NMS7	314293
A6PVS8	UniRef50_A6PVS8	9347
Q5NET6	UniRef50_P50216	1
A7E2V4	UniRef50_A7E2V4-2	7776
Q81QB6	UniRef50_Q81QB6	1
Q7CIS2	UniRef50_B7LQA9	1
A7E2V7	UniRef50_Q96RT7	1437010
A7MCY6	UniRef50_A7MCY6	8287
A8K0D8	UniRef50_Q8IZF2	40674
Q5NHN8	UniRef50_Q3SMB8	1
Q8BML9	UniRef50_P47897	33213
A8K3J5	UniRef50_Q9BUK6	32524
Q5NEC0	UniRef50_A0A2T1MVS4	1
A8K451	UniRef50_Q12794	9347
Q9X334	UniRef50_C2XMJ4	1239
A8K6U0	UniRef50_Q9NP80	7776
A8K7A4	UniRef50_Q9NZL9	117571
A8K7T4	UniRef50_Q12907	33213
Q8CKI8	UniRef50_Q8CKI8	632
Q6P8X1	UniRef50_Q9UNH7	117571
A8K8P3	UniRef50_A8K8P3	9347
A8K979	UniRef50_A8K979	32524
A8K9Y5	UniRef50_L9L6W3	33213
A8KAD5	UniRef50_Q9H0X9-2	117571
Q5NIP5	UniRef50_A0Q8I1	72273
Q5NEC5	UniRef50_Q5NEC5	1224
A8MQB8	UniRef50_Q06787-9	117571
Q5NIP6	UniRef50_B0TWN0	72273
A9UHW6	UniRef50_A9UHW6	9347
P69722	UniRef50_Q8AII0	1
Q83A33	UniRef50_A0A0A6PNQ3	131567
B3GQS7	UniRef50_P10809	33213
B3KS98	UniRef50_O15372	33213
B4DDG7	UniRef50_K7EJL1	2759
B4DIT7	UniRef50_P21980	32524
P03508	UniRef50_Q20NC0	1
B4DLN1	UniRef50_I3J0V3	117571
B4DLR8	UniRef50_B4DLR8	1437010
P06821	UniRef50_P06821	1
B4DQA8	UniRef50_A0A0D2VXP9	33154
B4DUC8	UniRef50_Q9CQ65	117571
B4DZG7	UniRef50_A0A0R3U1P2	33213
B4E3T4	UniRef50_Q93062	117571
B5BUJ7	UniRef50_P45984	6072
P04688	UniRef50_Q3UX10	2759
P0CG08	UniRef50_B7ZAQ6	33208
O35493	UniRef50_Q9HAZ1	7776
C9J384	UniRef50_Q9BQ75	7776
C9J3L8	UniRef50_P45433	7776
C9JAW5	UniRef50_C9JNU6	8287
P05777	UniRef50_Q0A457	1
Q83A11	UniRef50_Q83A11	777
E5RHT6	UniRef50_A0A1D5Q107	32523
E7ETS9	UniRef50_E7ETS9	32524
E7ETU5	UniRef50_Q15434	7742
E7EU96	UniRef50_Q8NEV1	2759
E9PC52	UniRef50_Q16576	2759
E9PDE8	UniRef50_Q92598	33213
E9PHA6	UniRef50_P43246	33154
E9PMI6	UniRef50_E9PMI6	117571
E9PPV6	UniRef50_P50454	7776
E9PQ57	UniRef50_P78406	33213
F2Z2B9	UniRef50_F2Z2B9	6072
F2Z2I2	UniRef50_P70265	33208
F5GX77	UniRef50_F5GX77	32525
P03468	UniRef50_B4URD9	1
F5H5U2	UniRef50_F5H5U2	33213
F6RFD5	UniRef50_F6RFD5	117571
F7VJQ1	UniRef50_F7VJQ1	1437010
F8VPD4	UniRef50_F8VPD4	6072
F8W776	UniRef50_F8W776	2759
F8W1R7	UniRef50_P60660-2	117571
G3V3B0	UniRef50_Q9UKV3	1
G5E9W7	UniRef50_P82650	7776
H0Y4B0	UniRef50_Q8C460-3	32523
H0Y4R1	UniRef50_A0A3B1KJN9	33154
H0Y512	UniRef50_Q9HDC9	7776
H0Y6T8	UniRef50_Q9NP72	117571
H0YJ40	UniRef50_Q9GZT3	7776
Q5SZE2	UniRef50_Q1A3B0	32524
H3BN98	UniRef50_P62244	131567
H3BNU4	UniRef50_H3BNU4	314293
H3BR27	UniRef50_F2Z2U1	7711
D2TK72	UniRef50_I2WNB3	543
H3BSJ9	UniRef50_H3BRG4	7776
H7BYD0	UniRef50_Q16718	33213
H7BYF7	UniRef50_H7BYF7	2759
H7C5E2	UniRef50_Q9UHQ4-2	9347
J3KTA4	UniRef50_P17844	33213
Q9HCA8	UniRef50_Q9NZL3	314293
K7EJR3	UniRef50_Q3TG45	32524
K7EK07	UniRef50_P84243	2759
K7ES69	UniRef50_K7ES69	9526
M0QZM1	UniRef50_F7AAS2	314146
O00116	UniRef50_O00116	2759
A0A0F6B1Q8	UniRef50_Q9FD10	91347
M4NKV9	UniRef50_P18177	2
Q8D044	UniRef50_P43753	1
O00151	UniRef50_O00151	7776
O00154	UniRef50_O00154	117571
D0ZVG2	UniRef50_D0ZVG2	543
O00159	UniRef50_O00159	6072
O00160	UniRef50_O00160	33511
O84951	UniRef50_G5R0N4	543
Q56061	UniRef50_Q56061	543
Q8ZMM8	UniRef50_Q57KZ6	28901
Q8ZQC8	UniRef50_Q8ZQC8	28901
O00165	UniRef50_O00165	40674
Q8CZR2	UniRef50_P42599	1
A0A0E1P173	UniRef50_A0A376QWK4	131567
O00182	UniRef50_Q6DKI2	32525
Q7ARD3	UniRef50_A0A0J8ZP11	1
Q5NGC3	UniRef50_B0U0U4	72273
Q8ZGW9	UniRef50_Q8ZGW9	2
Q81S70	UniRef50_P45868	131567
Q8CZY7	UniRef50_A7ZQN6	2
Q8D0P1	UniRef50_P0AE68	1
Q5NGV7	UniRef50_A4IZ86	1
O00193	UniRef50_O00193	7776
Q5ZSQ7	UniRef50_A0A378JEE1	444
O00194	UniRef50_P51159	33213
O00203	UniRef50_Q13367-4	6072
O00206	UniRef50_O00206	32524
O00214	UniRef50_O00214	32524
O00232	UniRef50_O00232	33213
O00264	UniRef50_O00264	33213
O84819	UniRef50_A0A0H2X3B8	813
O00273	UniRef50_O00273	32524
O00299	UniRef50_O15247	33213
Q8CZM8	UniRef50_A0A1Q9L6M0	1
Q81U22	UniRef50_Q73C08	1
Q83D60	UniRef50_Q83D60	777
O00303	UniRef50_O00303	33213
O00308	UniRef50_Q9H0M0	33208
P08191	UniRef50_P08191	131567
A0A0H2WHG6	UniRef50_Q2T241	1
O00339	UniRef50_O00339	117571
A0A0H2XDA5	UniRef50_Q2T377	111527
O00399	UniRef50_O00399	1437010
Q62M26	UniRef50_A3NXX0	80840
O84952	UniRef50_A0A344SQD7	28901
B7UM99	UniRef50_P0DJ90	91347
P0DJ89	UniRef50_P0DJ88	561
O00401	UniRef50_O00401	7776
O00408	UniRef50_O00408	117571
O84388	UniRef50_O84388	810
P15682	UniRef50_P03466	1
A0A0H3LD76	UniRef50_P0A5P3	85007
O00422	UniRef50_O00422	6072
Q5NH45	UniRef50_A8HYF7	1
Q5NGY2	UniRef50_A0A0A8E9B1	34064
O00425	UniRef50_O00425	7776
Q84JW1	UniRef50_Q84JW1	2759
O00429	UniRef50_O00429	33213
Q8D0H2	UniRef50_P19147	2
Q5NGV3	UniRef50_A0A1R0HE07	2
O00461	UniRef50_O00461	32525
Q9APZ2	UniRef50_Q6G2Z3	1
O00470	UniRef50_O00470	7776
A0A0H2WD43	UniRef50_A0A0E1UCT8	2
O00478	UniRef50_O00478	314293
Q8CZY0	UniRef50_D4GIP9	131567
Q5NHS4	UniRef50_I2AXC1	34064
O00483	UniRef50_O00483	117571
O00487	UniRef50_O00487	2759
O00499	UniRef50_O00499	9347
O00505	UniRef50_O00505	6072
Q83DF6	UniRef50_Q83DF6	777
Q8ZBZ9	UniRef50_Q9KPS5	1
O00522	UniRef50_O00522	7742
O00555	UniRef50_O00555	117571
Q5NHP5	UniRef50_A0A0A8E6Q9	72273
Q7CGT6	UniRef50_A1VI78	1
Q5NI40	UniRef50_D8LI11	131567
Q81Z36	UniRef50_A0A2C9Z1J9	186817
A0A384KL32	UniRef50_A0A0A3YVQ6	91347
Q8ZGY3	UniRef50_Q9KRP1	1
Q81L10	UniRef50_C5CHN3	1
P58526	UniRef50_A7FH13	131567
A0A0F7RFX5	UniRef50_A0A316XK03	1386
O00560	UniRef50_O00560	33208
Q8D078	UniRef50_P37754	1
Q6VGT1	UniRef50_P03240	10509
Q5NF75	UniRef50_P0C0G7	1
Q7CGI0	UniRef50_Q7CGI0	131567
Q5NI89	UniRef50_A0A1R0HHR0	2
P46359	UniRef50_P0C2M9	1224
Q8CZM5	UniRef50_Q9CLP2	1
O68759	UniRef50_P0A254	1
Q8ZDF8	UniRef50_A5EWD6	1
Q8ZEU8	UniRef50_Q51423	1
Q8ZGH1	UniRef50_A4SN85	1
Q81KT8	UniRef50_Q817A9	2
O00571	UniRef50_O00571	33208
O00584	UniRef50_O00584	32523
O00585	UniRef50_O00585	32525
O00592	UniRef50_O00592	314293
O00602	UniRef50_O00602	9347
P9WQP1	UniRef50_O06052	131567
Q5NF53	UniRef50_A0A0B6CPJ0	34064
Q8D1P8	UniRef50_B2BCZ0	629
O00629	UniRef50_O00505	6072
O00716	UniRef50_O00716	117571
A0A0H3LBL5	UniRef50_F6EQK9	2
O00743	UniRef50_O00743	2759
O00748	UniRef50_O00748	9347
O00767	UniRef50_O00767	33213
A0A0H2YGU6	UniRef50_A0A0H2YGU6	1649845
O14519	UniRef50_O14519	117571
O14520	UniRef50_O14520	9347
O14526	UniRef50_O14526	8287
P31522	UniRef50_P31522	629
O14558	UniRef50_O14558	32525
O14578	UniRef50_O14578	7776
O14595	UniRef50_O14595	6072
Q81P26	UniRef50_A4IPN3	1783272
O14617	UniRef50_O14617-5	33213
O84008	UniRef50_Q9PL35	810
O14641	UniRef50_O14641	33213
O14654	UniRef50_O14654	9347
Q8ZAA1	UniRef50_Q93SE0	1
P09616	UniRef50_P09616	1385
O14684	UniRef50_O14684	7776
O14732	UniRef50_O14732	32524
A0A0H3NF77	UniRef50_P31498	1224
O14735	UniRef50_O14735	117571
O68769	UniRef50_A0A0K3VT04	1
O14744	UniRef50_O14744	33208
O14745	UniRef50_O14745	117571
Q5NG24	UniRef50_A0A0B6D0T0	1236
O14773	UniRef50_O14773	7711
P40127	UniRef50_Q59685	1
Q8ZA85	UniRef50_Q32AB8	1
Q5NES6	UniRef50_I2AYL3	1224
Q83DE4	UniRef50_Q83DE4	777
O14795	UniRef50_O14795-2	32523
O14802	UniRef50_O14802	2759
O14818	UniRef50_O14818	2759
O14827	UniRef50_O14827	32524
O84569	UniRef50_A0A0F7X6H0	2
O14828	UniRef50_O14828	117571
O14836	UniRef50_O14836	9347
Q5NGJ5	UniRef50_A0A073AI70	34064
O14879	UniRef50_O14879	9347
P12520	UniRef50_Q79668	1
A0A0F7REH3	UniRef50_A0A2B9EDB4	91061
O14907	UniRef50_O14907	32524
Q8Z9V7	UniRef50_A6TFY7	1
O14908	UniRef50_O14908	7776
O14920	UniRef50_O14920	131567
O14925	UniRef50_O14925	117571
O14929	UniRef50_O14929	33213
O14933	UniRef50_O14933	33208
O14936	UniRef50_O14936	7776
Q75MG2	UniRef50_O14948	117571
O14949	UniRef50_O14949	6072
O14964	UniRef50_O14964	1437010
Q8CZJ9	UniRef50_P33650	1
O14966	UniRef50_O14966	6072
O84061	UniRef50_A0A097KH68	810
O84039	UniRef50_O84039	810
O14967	UniRef50_P27824	33213
Q5NEW4	UniRef50_A0A0E2ZZ52	262
O84231	UniRef50_Q9PKG6	810
O14974	UniRef50_O14974	7776
O14975	UniRef50_O14975	7776
Q5NGZ9	UniRef50_A0A1L6V6B1	263
Q81VX8	UniRef50_W7Z071	2
B3CRR2	UniRef50_B3CRR2	784
O14981	UniRef50_O14981	6072
Q7ARN5	UniRef50_Q9EZD9	1
Q5NHX0	UniRef50_Q8UE15	1
O15031	UniRef50_O15031	7776
Q8ZFX8	UniRef50_Q9KSX0	2
O15042	UniRef50_O15042	33213
O15054	UniRef50_O15054-1	9347
O15062	UniRef50_O15062	7776
O15084	UniRef50_O15084-1	117571
O15085	UniRef50_O15085-2	8287
Q7DB74	UniRef50_B8ZY96	543
O15091	UniRef50_O15091	40674
Q8D017	UniRef50_A0A370YEZ3	2
Q8Y6A8	UniRef50_A0A0B8R5Z5	1637
O15116	UniRef50_O15116	117571
O15117	UniRef50_O15117-2	32525
A0A0H2WCN0	UniRef50_A0A381DNZ0	119060
O15126	UniRef50_O15126	117571
Q5NEB3	UniRef50_A0A0A8E2P4	72273
O15143	UniRef50_Q92747	33213
Q8ZJN2	UniRef50_Q2T9E1	1
O15145	UniRef50_O15145	117571
P0AA25	UniRef50_P0AA27	1
O15151	UniRef50_O15151	117571
O15160	UniRef50_O15160	33154
Q8D1M8	UniRef50_A0A0H2YMT2	91347
O15162	UniRef50_Q9NRY7-3	32524
Q8ZG77	UniRef50_P0A911	1
Q5NGT6	UniRef50_A0A0E2ZIT1	263
Q5NEB5	UniRef50_F4BHY5	34064
Q5NGM7	UniRef50_I2B0R1	72273
P61417	UniRef50_P0C2N2	1236
Q7ARI8	UniRef50_P40290	1
Q81WR4	UniRef50_A4IMI1	1385
P69974	UniRef50_P69974	1236
Q8CZX8	UniRef50_A0A1D3KRX2	131567
Q56973	UniRef50_Q56973	1236
Q8CZQ9	UniRef50_P0ACL3	1
Q5NI93	UniRef50_P0A0S5	1
Q8D162	UniRef50_P0AG95	1
O15169	UniRef50_O15169	117571
Q5NI90	UniRef50_Q7MAP4	1
Q5NF52	UniRef50_A0A1R0HKK5	1224
O15173	UniRef50_O15173	9347
O15197	UniRef50_O15197	40674
Q0WAP4	UniRef50_A1JIG5	131567
O15201	UniRef50_O15201	32524
Q8CZU2	UniRef50_A0A0T9NFP7	91347
O15226	UniRef50_O15226	32524
O15228	UniRef50_O15228	117571
O15230	UniRef50_O15230	7776
Q5NF74	UniRef50_Q89AY2	1
O15234	UniRef50_O15234	8287
O15258	UniRef50_O15258	2759
P45285	UniRef50_P45285	2
O15269	UniRef50_O15269	6072
O15294	UniRef50_O15294	33208
O15304	UniRef50_O15304	9347
P03118	UniRef50_P03118	1
O15355	UniRef50_O15355	117571
O15357	UniRef50_O15357-2	117571
O15360	UniRef50_O15360-2	1437010
O15371	UniRef50_O15371	33213
O15372	UniRef50_O15372	33213
O15389	UniRef50_O15389	9347
Q5NFP9	UniRef50_P0A3B2	1
O15400	UniRef50_O15400	7742
Q81S14	UniRef50_Q81F14	91061
O15438	UniRef50_O15438	33213
O15498	UniRef50_O15498	6072
O15504	UniRef50_O15504	32525
O15514	UniRef50_O15514	2759
Q5NIB1	UniRef50_F8GAQ8	34064
O15519	UniRef50_O15519	9347
O15523	UniRef50_O00571	33208
Q81TK1	UniRef50_C3P487	2
Q8ZCT9	UniRef50_Q6D280	1
Q81S27	UniRef50_D0WGK0	1
Q81UI7	UniRef50_Q81UI7	91061
P05888	UniRef50_P18041	11646
O15533	UniRef50_O15533	32525
O15552	UniRef50_O15552	1437010
O43143	UniRef50_O43143	2759
Q7VLE8	UniRef50_Q7VLE8	730
D0ZRB2	UniRef50_Q8ZQQ2	543
O43156	UniRef50_O43156	7776
O43157	UniRef50_O43157	117571
Q8D054	UniRef50_B8IW40	1224
O84820	UniRef50_O84820	813
Q8D195	UniRef50_A0A2A5Q6G6	1
O43167	UniRef50_O43167	7776
Q5NHD8	UniRef50_A0A0E2ZIN4	263
Q5HYD9	UniRef50_O43169	32523
Q5NH38	UniRef50_A0A097ERN0	72273
O43189	UniRef50_O43189	117571
Q5NIJ1	UniRef50_A0A1E7UA90	34064
O43242	UniRef50_O43242	117571
Q5NID9	UniRef50_A4SHU2	1
O43251	UniRef50_O43251-8	32524
O43257	UniRef50_O43257	32524
