P03427	UniRef90_P03427	1
E9PKA7	UniRef90_A0A024R5B6	1437010
Q5NEQ5	UniRef90_A0A1J0L098	262
P03433	UniRef90_P03433	1
P9WIA1	UniRef90_P65717	131567
P06929	UniRef90_P06929	1
Q83BP6	UniRef90_Q83BP6	777
A0A0C4DGG9	UniRef90_Q14839-2	9347
P06465	UniRef90_P06465	1
Q601L9	UniRef90_Q601L9	2
P0A6Z0	UniRef90_A7ZHA4	131567
A0A0U1RRE5	UniRef90_A0A0U1RRE5	1437010
Q5NET8	UniRef90_A0A0B6CP43	263
A0A3B3IRW5	UniRef90_Q9H334	32524
P03496	UniRef90_Q82506	11308
Q81JW1	UniRef90_Q814T2	2
A0FGR8	UniRef90_A0FGR8	1437010
Q5NGX7	UniRef90_B0TZ09	34064
Q5NFY7	UniRef90_Q5NFY7	262
A0JNW5	UniRef90_A0JNW5	1437010
Q5NHI7	UniRef90_A0Q5D8	262
Q81VT8	UniRef90_A0R8H2	2
A0PJ79	UniRef90_Q9BYD6	1437010
Q8CZQ3	UniRef90_A0A0T9LCS2	1903411
A0PJD3	UniRef90_Q6PJG2	1437010
A1A4Z1	UniRef90_A1A4Z1	314295
A1L0T0	UniRef90_A1L0T0	1437010
O84826	UniRef90_O84826	810
A1L390	UniRef90_A1L390	314293
A1L443	UniRef90_A1L443	207598
Q8XAJ5	UniRef90_A1KWQ4	543
Q8ZC18	UniRef90_A1JNV0	1903411
Q8D194	UniRef90_A0A380QCM4	629
A2RRP1	UniRef90_A2RRP1	1437010
Q5NGF9	UniRef90_A0Q500	262
Q8D1J6	UniRef90_A0A0H2YDC7	1903411
A0A0H2WCL3	UniRef90_A5PM31	111527
Q8D0V0	UniRef90_A0A380QAC2	1903411
A4D0V7	UniRef90_A4D0V7	314293
A4D1V7	UniRef90_A4D1V7	9606
A4FU69	UniRef90_A4FU69	9526
Q8D0G3	UniRef90_Q8D0G3	629
A0A2P0H9B7	UniRef90_A0A2S5ZM60	2
A5D8Y4	UniRef90_Q8IU68	314293
Q5NEM9	UniRef90_A0A0E2ZKJ9	263
Q8CKW7	UniRef90_Q66CB3	1236
Q83B01	UniRef90_Q83B01	777
Q8CZZ7	UniRef90_Q8CZZ7	1903411
Q5NGF1	UniRef90_F4BJ97	34064
Q8ZFX5	UniRef90_Q8ZFX5	1903411
A0A384LL56	UniRef90_A0A2N0YLC6	91061
Q5NI33	UniRef90_F4BII2	262
A6NEC2	UniRef90_A6NEC2	32524
Q5NHH2	UniRef90_A0A0B3VW36	262
A6NH11	UniRef90_A6NH11	207598
Q81LD0	UniRef90_A7GTE2	2
A6NHR9	UniRef90_A6NHR9	9347
A6NJA2	UniRef90_Q9JMA1	9347
A0A0H3L6J6	UniRef90_A0A2I7W408	77643
A6NM11	UniRef90_A6NMS7	207598
A6NMS7	UniRef90_A6NMS7	207598
A6PVS8	UniRef90_A6PVS8	9526
Q5NET6	UniRef90_Q5NET6	34064
A7E2V4	UniRef90_A7E2V4-2	32525
Q81QB6	UniRef90_Q81QB6	91061
Q7CIS2	UniRef90_A1JP52	91347
A7E2V7	UniRef90_Q96RT7	9526
A7MCY6	UniRef90_A7MCY6	9347
A8K0D8	UniRef90_Q8IZF2	9526
Q5NHN8	UniRef90_B0TZJ6	262
Q8BML9	UniRef90_P47897	9347
A8K3J5	UniRef90_Q9BUK6	314293
Q5NEC0	UniRef90_A0A0E1N6P0	262
A8K451	UniRef90_Q12794	314293
Q9X334	UniRef90_C2XMJ4	1239
A8K6U0	UniRef90_Q9NP80	1437010
A8K7A4	UniRef90_Q9NZL9	9347
A8K7T4	UniRef90_Q12907	9347
